ID,Life expectancy
1425,66.88542108637634
1889,52.0347672564469
2697,67.07550927150825
184,75.68238544714248
685,78.20236558807166
2755,75.56730019336038
32,75.50240619643361
1239,72.44424035585378
1427,65.73749481931704
1656,62.32899080705643
1491,60.81671464041262
443,48.21639250946467
2704,64.6116768499714
1747,73.58987404998001
1044,73.37230338865585
1366,62.62490895479435
554,78.32806820075736
2046,75.49197263853651
506,82.3505804631537
2837,67.35723437825641
2779,60.993771834869236
2434,84.12736763347617
695,77.09185701145097
932,81.9177800426688
2210,72.07396231373613
141,78.73290039485526
1637,81.78326445518286
2202,73.91669819025375
940,81.54134621823121
1071,69.97913205790542
1326,81.81622364428715
2545,72.78672426345483
2254,64.13030581284809
1133,59.54911451508142
1916,82.01750134463083
867,76.61353978777949
2215,72.94461725061203
1913,82.67402184695803
1337,73.13587759281167
175,73.29240898478095
2922,58.21314282204698
1231,74.49819312340958
2375,65.78291763629046
44,72.83901951951418
2232,62.56374433870474
1103,52.86012361061998
705,72.08115619927824
1001,81.5821311904267
2583,72.80269253631641
251,79.74475507466786
2686,74.45901372843673
246,80.27780038821751
2934,44.58371677903817
298,64.19601661497795
897,53.61342187070351
831,69.0766840035758
393,72.82684738294822
2619,59.38347063914571
2364,69.3870032443846
2040,77.18402826179911
602,62.53872133571111
693,77.85679599161824
289,69.23237250373566
1587,74.97982765808476
1234,69.93574561923941
679,79.99120809679142
30,73.07172873387046
2132,73.78135104588162
2719,58.38921442717367
1971,75.56437987721793
810,69.87176421112426
1947,65.21457165366365
1904,47.84310579185484
2685,74.64776911996094
2365,69.00565887401791
1228,73.05353925633209
1286,82.0624772518041
759,61.70794499640381
436,52.16750919757803
162,75.18782410553794
2422,51.18305175715847
2262,58.7879041075225
2462,62.6225071224545
2609,65.96232563265436
324,76.9219729367598
1090,59.210598491706335
2607,66.49355785416752
691,78.25995471965153
73,74.30421130999187
2098,78.74827788475196
746,78.50573244055977
211,75.19394897502882
2727,51.39748246911053
63,46.15767549289999
1995,73.36174760026812
410,53.39393303264279
2487,67.88526336355659
45,72.19945358656895
1299,75.35465425037157
1393,63.98744407453813
979,74.68888634349727
2647,72.0804586558576
1475,54.23573197174219
80,76.82206715795871
1859,78.21189392171419
1776,50.219871208411085
1688,76.50273145369314
93,74.05612287210909
1061,73.82086775414044
2184,74.33647400409143
2216,73.10520469906622
834,58.44250013182227
411,52.09730573520868
1832,83.20253363317462
1450,72.63172821699978
651,75.23316141278221
2231,63.489726371421526
1718,67.5979032284728
368,78.20256258107578
1620,59.12588645796428
1543,83.77456728020184
102,73.77530315893101
907,67.92377174836037
420,57.84587798704887
677,81.46790000624205
479,58.36743210686072
2417,54.098047232805854
1556,64.22372783048948
239,67.63067481584696
605,59.59821331564319
2788,53.27180173401584
2597,73.00514222889979
676,81.78931517940559
1208,67.94540975206291
748,77.75321527703608
2302,48.087659940518904
2383,52.932396744737574
1882,59.9807060464691
1375,51.91452664583018
2865,73.01837523815149
2446,74.07070764963287
527,45.291852551853545
2189,72.65281487054676
2469,59.831644358602574
1340,72.51360546389344
1124,62.66931394043441
2706,63.96265757768684
1429,64.63795438394635
929,77.8232633715867
1075,58.62348746028796
2673,74.28606765685575
322,77.07300059850664
598,62.47805321137429
1537,72.25751629421906
2921,45.15398025088083
1436,62.42322364930188
2669,75.04658331990689
1784,65.79369822732878
1615,74.45615079947495
1952,63.69033850560706
700,75.51872112278014
2752,76.39731907207246
2486,68.33928325285072
642,77.83605805855886
1229,72.68474775166305
1583,45.62358872643969
572,72.54531192431546
1684,76.80705985110912
70,74.91117243181915
2868,72.81320576057655
1221,74.73175365727685
2096,80.02500272312483
56,47.43557448729782
2389,52.960491387474484
1896,53.15408067884949
1866,73.88148515685006
1041,78.62956457416679
309,69.3405803995081
729,56.66435182901374
1406,73.2246263849782
1979,62.22314628605778
2539,69.24321415746414
1114,65.83611611398157
543,47.2798750404413
1940,73.15596290383085
1883,59.06764090095115
2090,82.92312413049663
2415,57.22268253811896
511,79.2895974726645
486,55.8937461575227
2577,72.97327939823751
2555,69.15249415663581
869,76.28338712500081
2120,75.16159739141136
1677,72.04155915887031
2570,74.4911113043639
120,82.14623400587053
1711,66.24330872245073
718,67.09991715337611
952,64.8197964354406
1423,67.39415315574155
581,73.94975967358457
1253,84.750693082069
233,69.23448243821932
387,73.6697772844633
1468,73.56730797703919
111,72.51258283975066
1356,64.93290891853717
218,73.75057840436475
568,74.03411068408064
1517,72.07467581147692
1236,74.09723448584069
1809,55.04424117905444
485,56.1365519164864
1506,73.56440910510351
366,73.54962625313598
670,77.20299603523151
1562,63.094623958961805
1206,68.48432348246001
856,62.29277944549373
1097,56.04045201191883
1748,73.7615258138583
1289,82.0104553088417
2118,67.3394905770109
2713,71.90004349713651
2204,73.64723176252795
787,76.1171336954628
1099,53.99459679066176
29,72.96240584857588
2077,76.89708763054416
1106,66.81301968441717
829,69.66687719906852
1364,62.836739528368426
1093,58.09085749595487
183,75.78522364206536
1017,63.23048800187897
188,74.99232176360903
170,73.6354839633105
765,57.67751021843624
43,73.04377151601278
87,75.24668992074348
2178,72.62600919893694
802,73.82093244747486
282,55.641620081526284
2448,72.3915153499245
2574,73.5589442924846
1213,66.34693760546284
439,50.93363029909423
1283,82.82224984601146
1034,80.8968456032685
2521,82.06472059935899
1983,64.40281302231692
2399,57.66147439920495
149,70.84309605841656
1080,57.58128683445321
2114,67.45111845523319
2339,74.12927798804651
1897,53.31317431064649
2064,78.62676123726035
2124,73.71277546434371
134,81.85445821892372
1431,63.7365477035506
1195,64.98571131634218
1288,82.07711970113212
2645,72.38482958920976
1029,85.0040046761714
1336,73.30017873414991
533,52.88048840888244
2325,80.50522836576718
1807,53.7228169481575
2140,68.33293513083305
2154,64.51064875724825
840,56.379048296802516
460,73.48847967902574
221,73.36300955719346
1817,68.5171033770643
1509,72.93977212430332
1613,74.22437823396946
1539,82.58958930309578
2092,83.25067489688124
173,73.49761886191239
2117,67.49673795550979
1207,68.4196949005896
1200,62.694720386616154
2861,73.9018157704242
2580,72.35745254891893
1058,72.0591899101864
1432,63.267844369556585
1498,58.76037873017181
314,66.1848331213715
152,69.99318500178568
2860,73.86211591341089
1606,77.1807321691475
423,55.320056938287834
272,61.320588830208976
270,67.65047865487062
911,66.93033264935538
1779,49.13922936602752
2083,76.18450517737688
573,72.14062606210717
2024,68.50001815134476
2937,45.367847650744494
1766,57.21933407717853
2787,54.118601836583714
1110,66.0118601883615
2605,67.0417636152618
2585,75.46570240026762
2238,73.77590750472267
257,71.90654559092857
1864,74.17430303478822
139,79.05959551190585
544,81.4715469325805
912,67.49900030300383
2811,77.22856959946365
2536,79.90957764260067
254,78.53271946837836
838,56.317368087189884
999,81.79470824252704
889,62.66986535660409
2554,69.65658045550101
168,73.92986596671997
532,53.634179786858084
2763,84.14288402977742
1177,82.78288057687325
1373,53.088021617380505
291,68.72204553956581
1446,73.70861011085557
450,72.37665346540544
433,53.626654640374554
1793,62.30693638768051
1651,64.66729712019564
958,61.855422866831184
408,55.57212572579013
1323,82.76112306304641
2476,72.7004198952115
135,82.00081192880344
2835,67.79678170951888
2884,74.40581174436551
1928,76.12424115191502
367,72.74807012413132
2642,72.62822448055188
1837,83.46597715528135
2222,65.9141791007078
2903,62.18407666107581
1418,67.49885468150006
2348,83.10908538179038
2102,76.95975349494552
2080,76.54532049723247
1068,70.65367156952114
1598,72.9650589994427
874,73.34924064886447
1422,67.28343009529029
1547,80.1298102708329
210,75.25730692936706
2535,81.76849327000879
807,72.64586526716373
2084,75.92097248751509
2131,71.87789973466894
365,72.68254117642817
414,51.77625766547102
313,66.14069519960245
1455,71.02764236865517
1953,64.19748295958924
1835,83.80550231326706
1225,73.00989225462189
755,62.70225639708256
1146,72.45182827525223
565,75.09640354983884
407,56.02948699121269
2430,81.97441983170722
108,73.11172507160805
2360,76.15947872183557
1273,82.09802266701882
1055,72.69129209639766
2354,79.33622257210826
564,75.16290444176325
332,75.2787518056929
1014,63.2541826181337
1053,72.72273278888508
2601,68.07703415367153
900,69.9737699010185
415,51.66754577248929
594,63.114643306481696
1494,60.45996271207471
612,62.05375541089951
199,69.95868125779532
283,55.29848849277792
231,69.78493573680376
1316,83.38924167827358
881,74.49016088742528
96,75.00399078174235
2857,68.20064212345304
599,63.375381648517305
1011,63.63133250508204
2659,69.39483021663017
2803,77.75234254718757
2530,81.59983953533066
1370,56.27939829124331
2196,72.77180940136924
104,73.02421894060973
942,80.32740554464057
2887,73.77743140034909
1322,82.51524653018389
1047,72.69796816226716
226,71.79958636695898
2512,83.80834269527392
2351,79.87905076897117
2069,77.16248463128287
2404,53.03043677119754
1025,57.039052545795684
464,67.14824821428934
2588,74.73546826345803
610,63.11063313149018
1204,69.0246257354751
2490,58.2506761617917
1502,54.118468610995905
2654,72.66233624146608
212,74.99990841492377
12,56.23739326457296
930,81.62646148778022
422,57.32551176474759
2266,75.14214069459467
2582,72.05466654012962
2330,76.7378184261167
1211,67.15072751305914
1608,76.34332615841771
509,79.47024207816906
2395,60.203248314821316
1830,82.55334349993748
2522,81.8813576388747
2586,75.38609917445393
518,49.474296006632045
2587,74.94255931115285
1037,79.35764804919978
1847,84.37726765006764
1765,57.66917727033989
1345,72.24691287970586
879,74.01100606120966
2901,62.68400491699876
2066,77.76443876425643
2846,71.90524805450855
358,73.3597935606843
2366,68.14225809713656
2004,73.48563675529456
259,69.86290452797645
2382,52.5359421985528
2340,73.99827122459149
767,57.67257575993263
2798,78.69815347036206
2355,79.21660557403138
859,59.907554513895064
1405,73.33126640638079
962,65.67568718377132
2658,70.34533317465954
2272,73.69433156027907
